N1108,DE,ALTERADO,PON,obs,PORTAS OCUPADAS,PORTAS TOTAL,ESTADO,MUNICIPIO,LOCALIDADE,TIPOLOCAL,LONGITUDE,LATITUDE,NOMECOMPLETO,STATUS,SISTEMADELOCAIS,DATADECRIACAO,DATADEATIVACAO,DATAPRIMEIROCLIENTE,DATASUBSTITUICAO,FINALIDADE,PROPRIEDADE,NUMEROLOTE,LOCALREFERENCIA,LOGRADOUROCCE,IDLOGRADOUROCCE,BAIRROCCE,IDBAIRROCCE,LOCALIDADECCE,MUNICIPIOCCE,ESTADOCCE,CEPCCE,CODLOGRADOUROGIS,LOGRADOUROGIS,FIDGTECH,NOMEGTECH,DESIGNACAODOFORNECEDOR,COMPRIMENTOMAXDROP,LOCALIDADECTO,STATUSCERTIFICACAO,PATRIMONIO,LOCALDEINSTALACAO
TA20409,CTO-CMP-00939,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177963","-22,635191",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00939,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,58,,RUA BENJAMIN SIMOES DE ALMEIDA,394832,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20411,CTO-CMP-00940,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177517","-22,63481",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00940,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,RUA EDUARDO GALLANI,395094,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19555,CTO-CMP-00941,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175607","-22,634325",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00941,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2276,,AVENIDA DA SAUDADE,396647,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N255,CTO-CMP-00942,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,201535","-22,629754",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00942,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,825,,RUA AZIZE JOAO SCORSONI,394818,ZONA INDUSTRIAL 1 ANDORINHA,12747,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19812,CTO-CMP-00943,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,204279","-22,63677",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00943,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,50,,RUA 16 DE NOVEMBRO,396895,VILA MORRO DO CASTANHO,12742,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19813,CTO-CMP-00944,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20491","-22,637106",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00944,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,50,,RUA 16 DE NOVEMBRO,396895,VILA MORRO DO CASTANHO,12742,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20462,CTO-CMP-00945,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192863","-22,650777",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00945,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,381,,RUA BRADA JOSE AUN,394837,VILA JOSE KALIL AUN,12741,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20477,CTO-CMP-00946,,,ok,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D1545,CTO-CMP-00947,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178438","-22,642837",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00947,EXISTENTE,Algar Telecom,"44699,63058",,2/15/2023,,,FRANQUEADO,209,,RUA FRANCISCO DE QUEIROZ,395351,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1560,CTO-CMP-00948,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178126","-22,642338",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00948,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,265,,RUA CHAFI MASSUD,395077,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20450,CTO-CMP-00949,,,não encontrei no geogrids,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D2709,CTO-CMP-00950,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174253","-22,639008",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00950,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,429,,AVENIDA DOS TRABALHADORES,396657,PARQUE RESIDENCIAL ROSSETTI,12721,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2737,CTO-CMP-00953	,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,173039","-22,639715",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00951,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,250,,RUA NICOLA DANIEL,396151,RECANTO DAS LARANJEIRAS,12726,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1664,CTO-CMP-00952,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174627","-22,635797",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00952,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,848,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19969,CTO-CMP-00953,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183313","-22,652653",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00953,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1853,,RUA CAMPINAS,394844,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19970,CTO-CMP-00954,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,163226","-22,668606",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00954,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,134,,RODOVIA SP-332,1065315,ITAPAVUSSU,258252,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19971,CTO-CMP-00955,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,160432","-22,672288",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00955,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,136,,RODOVIA SP-332,1065315,ITAPAVUSSU,258252,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19972,CTO-CMP-00956,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,151508","-22,671124",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00956,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,,,,,,,,,,,,,,,,,BR;SP;CMP,,,
TA19973,CTO-CMP-00957,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,139606","-22,679589",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00957,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,,,,,,,,,,,,,,,,,BR;SP;CMP,,,
TA19974,CTO-CMP-00958,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,135633","-22,67924",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00958,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,,,,,,,,,,,,,,,,,BR;SP;CMP,,,
TA19975,CTO-CMP-00959,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,133336","-22,677363",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00959,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,,,,,,,,,,,,,,,,,BR;SP;CMP,,,
TA19976,CTO-CMP-00960,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,148911","-22,674018",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00960,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,,,,,,,,,,,,,,,,,BR;SP;CMP,,,
TA20698 ,CTO-CMP-00961,TA19977,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,18439","-22,648195",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00961,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1729,,RUA OTTO HERBST,396166,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20697 ,CTO-CMP-00962,TA19978,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185262","-22,647514",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00962,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1587,,RUA OTTO HERBST,396166,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D8096,CTO-CMP-00963,4-0,17-07,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,186199","-22,625895",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00963,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,156,,RUA VEREADOR ALCIDES DE JESUS PAIXAO,394307,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20134,CTO-CMP-00964,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184382","-22,625075",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00964,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,90,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20135,CTO-CMP-00965,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183858","-22,625831",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00965,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,10,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20139,CTO-CMP-00966,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199424","-22,644581",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00966,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,271,,RUA PRESIDENTE GETULIO VARGAS,395367,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N109,CTO-CMP-00967,,,ok,3,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,200328","-22,646334",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00967,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,101,,RUA PRESIDENTE GETULIO VARGAS,395367,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20141,CTO-CMP-00968,,,ok,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19988","-22,645449",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00968,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,223,,RUA PRESIDENTE GETULIO VARGAS,395367,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20149,CTO-CMP-00969,D3912,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187645","-22,633361",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00969,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,130,,RUA LUIZ NALLIN,395909,CONJUNTO HABITACIONAL VILA COSMOS,12681,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20151,CTO-CMP-00970,D3916,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,186882","-22,632532",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00970,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,243,,RUA LUIZ NALLIN,395909,CONJUNTO HABITACIONAL VILA COSMOS,12681,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20152,CTO-CMP-00971,,,não encontrei no geogrids,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,1779","-22,633356",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00971,EXISTENTE,Algar Telecom,"44699,63058",,2/28/2023,,,FRANQUEADO,146,,RUA ALBINO GIOVANONI,394306,PARQUE RESIDENCIAL DAS LARANJEIRAS,12717,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20153,CTO-CMP-00972,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177233","-22,633522",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00972,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,119,,RUA EMILIO BALONI,395100,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20154,CTO-CMP-00973,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176801","-22,633941",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00973,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,222,,RUA BENJAMIN SIMOES DE ALMEIDA,394832,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20155,CTO-CMP-00974,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177456","-22,634658",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00974,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,134,,RUA BENJAMIN SIMOES DE ALMEIDA,394832,PARQUE INDEPENDENCIA,12714,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20410,CTO-CMP-00975,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178205","-22,635535",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00975,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,AVENIDA DOS TRABALHADORES,396657,PARQUE RESIDENCIAL ROSSETTI,12721,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2788,CTO-CMP-00976,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175101","-22,636109",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00976,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,182,,RUA JOSE FRANCISCO BARBIZAN,395645,RECANTO DAS LARANJEIRAS,12726,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2701,CTO-CMP-00977,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176146","-22,635271",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00977,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,65,,RUA JOSE FRANCISCO BARBIZAN,395645,RECANTO DAS LARANJEIRAS,12726,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2908 ,CTO-CMP-00978,TA20159,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17012","-22,633967",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00978,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,388,,RUA ZICO FELIX,396675,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2865,CTO-CMP-00979,D2864,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,173033","-22,632263",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00979,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,56,,RUA DARCIO VERONEZI,395085,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20161,CTO-CMP-00980,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,172249","-22,633554",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00980,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,220,,RUA PAULO DE AZEVEDO FILHO,396393,RECANTO NOVO COSMOPOLIS,12728,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20162,CTO-CMP-00981,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,171522","-22,634133",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00981,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,274,,RUA PAULO DE AZEVEDO FILHO,396393,RECANTO NOVO COSMOPOLIS,12728,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20164,CTO-CMP-00982,,,OK,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,173244","-22,63274",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00982,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,75,,RUA PAULO DE AZEVEDO FILHO,396393,RECANTO NOVO COSMOPOLIS,12728,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0399,CTO-CMP-00983,,,Não existe na Rua,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198725","-22,632062",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00983,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,391,,RUA JOAO DIAS DE ARRUDA NETO,395624,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
"Rua Luiz Strazzacappa, 565",CTO-CMP-00984,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197756","-22,636026",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00984,EXISTENTE,Algar Telecom,"44699,63058",,2/22/2023,,,FRANQUEADO,565,,RUA LUIZ STRAZZACAPPA,395911,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0524,CTO-CMP-00985,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,201436","-22,633043",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00985,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,524,,RUA BENEDITO DE MORAES MACHADO,394827,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D4260,CTO-CMP-00986,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199642","-22,634234",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00986,EXISTENTE,Algar Telecom,"44699,63058",,2/20/2023,,,FRANQUEADO,293,,AVENIDA NELSON ALVES ARANHA,396146,PARQUE RESIDENCIAL DAS ANDORINHAS,12716,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
"RUA Concórdia, 560",CTO-CMP-00987,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20342","-22,635418",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00987,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,560,,RUA CONCORDIA,395079,CONJUNTO HABITACIONAL 30 DE NOVEMBRO,12682,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2728,CTO-CMP-00988,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17215","-22,638893",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00988,EXISTENTE,Algar Telecom,"44699,63058",,44973,,,FRANQUEADO,117,,RUA PAULO DA SILVA PFAFF,396391,RECANTO DAS LARANJEIRAS,12726,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20175,CTO-CMP-00989,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,172862","-22,639662",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00989,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,27,,RUA PAULO DA SILVA PFAFF,396391,RECANTO DAS LARANJEIRAS,12726,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20176,CTO-CMP-00990,,,não encontrei no geogrids,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,180776","-22,641703",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00990,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,140,,RUA VICTOR LEFLOCK,396662,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20179,CTO-CMP-00991,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175506","-22,641635",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00991,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,858,,RUA VALTER ZACHARIAS,396659,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2456,CTO-CMP-00992,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177364","-22,630441",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00992,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,415,,RUA JOSE ANTONIO TOZELLI,395637,RECANTO DOS COLIBRIS,12727,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20184,CTO-CMP-00993,,,OK,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19486","-22,623118",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00993,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2545,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20185,CTO-CMP-00994,,,OK,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19521","-22,623457",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00994,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2545,,AVENIDA MARGINAL,396136,VILA GUILHERMINA,12740,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D5274,CTO-CMP-00995,TA20190,,Trocar Portas 1x16,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,194838","-22,62492",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00995,EXISTENTE,Algar Telecom,"44699,63058",,2/16/2023,,,FRANQUEADO,55,,RUA ARTIBANO BACCARIN,394810,RESIDENCIAL 1O DE MAIO,12734,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA20191,CTO-CMP-00996,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19418","-22,625427",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00996,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,135,,RUA ARTIBANO BACCARIN,394810,RESIDENCIAL 1O DE MAIO,12734,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1933 ,CTO-CMP-00997,TA20196,,Trocar Portas 1x16,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182374","-22,648773",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00997,EXISTENTE,Algar Telecom,"44699,63058",,44958,,,FRANQUEADO,1262,,RUA JOSE MORAIS,395882,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
